transaction_id,date,account_id,transaction_type,channel,amount,status,exception_reason,region,processing_time_mins
TXN-0E1A3AEC7FD9,2026-08-18,ACCT-0E1A3AEC7FD9,ACH,Online,5155.13,processed,,Northeast,2.6
TXN-F8DAC969C272,2026-09-14,ACCT-F8DAC969C272,Card,Online,104.15,processed,,Midwest,2.7
TXN-3BF362DD9A32,2026-08-06,ACCT-3BF362DD9A32,Wire,Call Center,80637.38,processed,,Southeast,13.6
TXN-9C46766F02E8,2026-07-01,ACCT-9C46766F02E8,Wire,Call Center,59008.39,processed,,Southwest,7.5
TXN-D919054469D4,2026-06-28,ACCT-D919054469D4,ACH,Online,7592.58,processed,,Northeast,2.8
TXN-10F37ED01A38,2026-07-15,ACCT-10F37ED01A38,Check,Branch,6654.15,processed,,Midwest,1.3
TXN-3920A339BB9E,2026-08-13,ACCT-3920A339BB9E,ACH,Mobile,2290.57,processed,,Southwest,0.4
TXN-E3EC0145442E,2026-07-28,ACCT-E3EC0145442E,Card,Mobile,132.07,processed,,Southeast,6.4
TXN-0E90EA6CBC93,2026-09-15,ACCT-0E90EA6CBC93,Wire,Call Center,26577.48,processed,,West,1.0
TXN-3B5197ED83C1,2026-08-07,ACCT-3B5197ED83C1,ACH,API,1111.89,processed,,Midwest,2.9
TXN-55F215B6A170,2026-08-07,ACCT-55F215B6A170,Card,Online,43.64,processed,,Northeast,1.0
TXN-A9D97CCD6CF4,2026-07-23,ACCT-A9D97CCD6CF4,Zelle/P2P,Online,1301.89,processed,,Midwest,2.6
TXN-A519D0607866,2026-06-30,ACCT-A519D0607866,Check,ATM,6623.49,processed,,Northeast,3.0
TXN-689E02BF0AAC,2026-07-28,ACCT-54D3D871D13E,Zelle/P2P,Online,197.98,processed,,Southeast,17.4
TXN-B8BEEDCD550D,2026-07-14,ACCT-B8BEEDCD550D,ACH,Branch,1060.31,processed,,West,11.0
TXN-EB5AF8AB99B5,2026-08-28,ACCT-EB5AF8AB99B5,Zelle/P2P,Mobile,161.23,processed,,Southwest,2.2
TXN-35B563040FA2,2026-08-17,ACCT-35B563040FA2,ACH,Mobile,449.38,processed,,,12.2
TXN-F422ED11D6ED,2026-09-14,ACCT-F422ED11D6ED,Wire,Branch,15129.75,processed,,West,14.5
TXN-B74B161D6EC2,2026-07-06,ACCT-B74B161D6EC2,ACH,Branch,381.69,processed,,Northeast,2.0
TXN-E9C2EF1410F8,2026-07-10,ACCT-E9C2EF1410F8,Bill Pay,Call Center,548.51,processed,,Northeast,4.7
TXN-47957383827B,2026-09-19,ACCT-47957383827B,Card,Mobile,222.91,processed,,Southeast,4.8
TXN-EE1738C7EA85,2026-08-21,ACCT-EE1738C7EA85,Card,Mobile,11.99,processed,,Southeast,3.9
TXN-CCDEEAE36AEC,2026-08-01,ACCT-CCDEEAE36AEC,Bill Pay,Call Center,416.33,processed,,Southeast,1.9
TXN-A6D25AC045D6,2026-06-24,ACCT-A6D25AC045D6,Bill Pay,Mobile,1403.98,processed,,Southeast,2.8
TXN-CFE36DA92D6A,2026-09-21,ACCT-CFE36DA92D6A,Zelle/P2P,Online,346.27,processed,,Southeast,4.0
TXN-9E4C81BBBD31,2026-08-14,ACCT-9E4C81BBBD31,ACH,Mobile,4560.59,processed,,Southeast,27.3
TXN-6F99662F5360,2026-07-17,ACCT-6F99662F5360,Check,Branch,5277.14,processed,,Northeast,1.2
TXN-02F1F9C3257C,2026-07-31,ACCT-02F1F9C3257C,ACH,Online,2326.97,processed,,Southeast,1.0
TXN-DAC9139838D1,2026-08-20,ACCT-DAC9139838D1,Card,Online,77.42,processed,,Southeast,5.3
TXN-B489751D6117,2026-07-29,ACCT-B489751D6117,Card,Mobile,315.99,processed,,Northeast,4.0
TXN-98E4C2DD19E0,2026-06-30,ACCT-98E4C2DD19E0,ACH,Online,3239.37,processed,,West,3.0
TXN-CC3CCF1230A6,2026-08-04,ACCT-CC3CCF1230A6,Check,Mobile,20877.99,processed,,West,0.7
TXN-2E59780B20BF,2026-08-03,ACCT-2E59780B20BF,Check,ATM,1172.41,processed,,Northeast,6.3
TXN-3B8321FE7F0E,2026-07-15,ACCT-3B8321FE7F0E,Wire,Call Center,58132.96,processed,,Midwest,46.2
TXN-088CB6EC9716,2026-06-25,ACCT-581F5DB80FC7,Bill Pay,Mobile,1937.03,processed,,Southeast,7.1
TXN-02BE1739DAB3,2026-09-15,ACCT-02BE1739DAB3,Bill Pay,Online,576.84,processed,,Southwest,11.4
TXN-2C1ECC8C41AD,2026-08-26,ACCT-2C1ECC8C41AD,Card,Mobile,31.98,processed,,Southeast,1.5
TXN-2934EFD50336,2026-08-15,ACCT-2934EFD50336,ACH,API,2460.52,processed,,Southwest,2.1
TXN-978C85C75653,2026-09-08,ACCT-978C85C75653,Card,Online,10.67,processed,,Midwest,5.3
TXN-8AEE9A1CC65C,2026-08-17,ACCT-8AEE9A1CC65C,Card,Online,75.35,processed,,Southeast,3.9
TXN-A4226D9BCF5B,2026-08-24,ACCT-A4226D9BCF5B,Card,Online,386.15,processed,,Southwest,2.0
TXN-E291AE302242,2026-07-06,ACCT-E291AE302242,Card,Online,50.12,processed,,Northeast,1.2
TXN-B330320B46CB,2026-09-15,ACCT-B330320B46CB,Check,Mobile,1275.69,processed,,Southeast,2.1
TXN-036BD433201A,2026-09-07,ACCT-036BD433201A,Bill Pay,Mobile,8722.21,processed,,West,1.8
TXN-1CF48271E12D,2026-07-21,ACCT-1CF48271E12D,ACH,Mobile,1146.45,processed,,Northeast,4.8
TXN-19D853112B38,2026-08-21,ACCT-19D853112B38,Zelle/P2P,Mobile,26.53,processed,,Southeast,4.2
TXN-515FC34A989A,2026-06-25,ACCT-515FC34A989A,ACH,Online,5033.78,processed,,Midwest,0.5
TXN-70639B62A74E,2026-07-13,ACCT-70639B62A74E,Check,Branch,4243.11,processed,,Northeast,1.2
TXN-B6BFA4F62FEA,2026-09-02,ACCT-B6BFA4F62FEA,Zelle/P2P,Mobile,319.73,processed,,Southeast,8.5
TXN-567461C6470E,2026-07-17,ACCT-567461C6470E,ACH,Mobile,1782.53,processed,,,3.2
TXN-30B5E9850B04,2026-07-23,ACCT-30B5E9850B04,Zelle/P2P,Mobile,241.24,processed,,Southwest,3.8
TXN-F1835F819769,2026-07-10,ACCT-F1835F819769,Zelle/P2P,Online,987.09,processed,,Northeast,2.2
TXN-FC0F55DF7549,2026-08-18,ACCT-FC0F55DF7549,Card,Online,784.56,processed,,Southeast,1.7
TXN-DBC74E3A5F6F,2026-07-17,ACCT-DBC74E3A5F6F,Card,Mobile,51.99,processed,,West,4.8
TXN-3E8AB67CE1B6,2026-07-29,ACCT-3E8AB67CE1B6,Card,ATM,90.42,processed,,Midwest,1.8
TXN-FF509528BFFF,2026-07-13,ACCT-FF509528BFFF,ACH,Online,13936.14,processed,,Southeast,1.3
TXN-0B2259A898EA,2026-07-08,ACCT-0B2259A898EA,Bill Pay,Mobile,1872.55,processed,,West,1.5
TXN-1D4CB0BC6C06,2026-07-13,ACCT-1D4CB0BC6C06,Card,Mobile,220.93,processed,,Midwest,6.6
TXN-D1A08AE1268B,2026-09-11,ACCT-D1A08AE1268B,ACH,API,11650.31,processed,,Southeast,1.7
TXN-C64DBA8B4A59,2026-08-28,ACCT-C64DBA8B4A59,ACH,Mobile,3573.3,pending,,Southwest,1.8
TXN-2F5E318D4AB8,2026-06-24,ACCT-2F5E318D4AB8,Bill Pay,Online,158.36,processed,,Northeast,1.3
TXN-34807ECCEA08,2026-09-07,ACCT-34807ECCEA08,Wire,Online,25655.2,processed,,Southeast,16.5
TXN-BCBFF0FB0EF9,2026-07-02,ACCT-BCBFF0FB0EF9,ACH,Branch,17399.87,processed,,Southwest,1.4
TXN-FAF5A17D4860,2026-07-06,ACCT-FAF5A17D4860,Card,Mobile,30.32,failed,,Northeast,12.9
TXN-FF2FBB2C3BFF,2026-07-08,ACCT-FF2FBB2C3BFF,ACH,Online,3331.17,processed,,West,1.4
TXN-2F7F15D0BB83,2026-07-20,ACCT-2F7F15D0BB83,ACH,API,13151.43,processed,,Southwest,12.8
TXN-045784691835,2026-07-03,ACCT-045784691835,ACH,API,10517.16,processed,,Midwest,3.9
TXN-41B465201541,2026-09-18,ACCT-41B465201541,ACH,Online,2665.48,processed,,Southeast,7.0
TXN-F86AA6D7BBA0,2026-09-02,ACCT-F86AA6D7BBA0,ACH,Online,223.67,processed,,Northeast,6.9
TXN-6C9C631CEBC6,2026-09-10,ACCT-6C9C631CEBC6,ACH,Online,2190.91,processed,,West,15.8
TXN-70252984654C,2026-09-04,ACCT-70252984654C,Zelle/P2P,Mobile,235.89,processed,,Northeast,3.2
TXN-327D4637793E,2026-08-24,ACCT-327D4637793E,Bill Pay,Online,2261.89,processed,,West,8.9
TXN-B9A5E256C1D7,2026-08-14,ACCT-B9A5E256C1D7,Bill Pay,Online,264.35,processed,,Northeast,3.3
TXN-357A3FBBD9E6,2026-07-17,ACCT-357A3FBBD9E6,Card,ATM,33.24,processed,,Southeast,7.6
TXN-33BBED52656F,2026-08-19,ACCT-33BBED52656F,Zelle/P2P,Mobile,1569.99,processed,,Northeast,8.6
TXN-F50C8EB95B11,2026-08-25,ACCT-F50C8EB95B11,Bill Pay,Online,1220.23,processed,,Northeast,4.8
TXN-5D136BCE8E32,2026-07-02,ACCT-5D136BCE8E32,ACH,Branch,1253.6,processed,,Southeast,12.4
TXN-AC183CC418CC,2026-06-26,ACCT-AC183CC418CC,Card,Online,86.56,processed,,Midwest,10.7
TXN-28D1555EEC4A,2026-09-17,ACCT-28D1555EEC4A,Card,Mobile,41.01,processed,,Southwest,12.2
TXN-C3D320B107E4,2026-08-13,ACCT-C3D320B107E4,Zelle/P2P,Mobile,188.64,exception,Hold / compliance review,Southwest,11.9
TXN-EE708D65C4CB,2026-07-05,ACCT-EE708D65C4CB,Check,Mobile,6972.26,processed,,West,2.7
TXN-6B24CFF1A042,2026-07-15,ACCT-6B24CFF1A042,ACH,Mobile,3247.8,processed,,Midwest,0.8
TXN-DDE66966C76B,2026-09-19,ACCT-DDE66966C76B,Zelle/P2P,Online,252.39,processed,,Northeast,1.2
TXN-4E080C685C5E,2026-09-03,ACCT-4E080C685C5E,Bill Pay,Online,216.66,processed,,Southeast,0.5
TXN-48485CCC552F,2026-07-01,ACCT-48485CCC552F,Zelle/P2P,Mobile,653.0,processed,,Midwest,2.7
TXN-E093A824409E,2026-08-17,ACCT-E093A824409E,Zelle/P2P,Online,35.47,processed,,Midwest,2.4
TXN-B3C403EF9B4C,2026-08-04,ACCT-B3C403EF9B4C,Card,Online,98.41,processed,,Southeast,3.0
TXN-900F7B407B5A,2026-09-21,ACCT-900F7B407B5A,Card,Mobile,27.4,processed,,Midwest,8.8
TXN-91CF42608863,2026-07-10,ACCT-91CF42608863,Card,Online,366.41,processed,,Southwest,5.2
TXN-9C2A5591FF7E,2026-06-25,ACCT-9C2A5591FF7E,ACH,Mobile,523.11,processed,,Midwest,18.0
TXN-F9F6D07EF81E,2026-09-05,ACCT-F9F6D07EF81E,ACH,Branch,21424.36,processed,,Northeast,7.8
TXN-BAA76D6568EA,2026-08-27,ACCT-BAA76D6568EA,ACH,Mobile,1383.73,processed,,Southwest,1.3
TXN-6BCC05D40B17,2026-06-30,ACCT-6BCC05D40B17,Card,Online,19.79,processed,,Northeast,2.5
TXN-4B1CE0501714,2026-09-12,ACCT-4B1CE0501714,Bill Pay,Call Center,248.54,processed,,West,3.5
TXN-93A91475CCA4,2026-07-09,ACCT-93A91475CCA4,Zelle/P2P,Mobile,1841.95,processed,,Midwest,14.5
TXN-963C06702E74,2026-07-13,ACCT-963C06702E74,Check,Branch,2749.85,processed,,Southwest,3.7
TXN-3631974F76F0,2026-08-17,ACCT-3631974F76F0,Card,ATM,58.04,processed,,Southeast,5.6
TXN-4E479A5A3E18,2026-08-07,ACCT-4E479A5A3E18,Zelle/P2P,Online,407.31,processed,,Southeast,3.3
TXN-6DB6EB4AF1E1,2026-09-15,ACCT-6DB6EB4AF1E1,Bill Pay,Mobile,27.26,exception,Account number mismatch,Southeast,8.3
TXN-BE4716785A06,2026-08-05,ACCT-BE4716785A06,Check,Mobile,449.37,processed,,Southwest,18.2
TXN-A95DF77E38ED,2026-06-26,ACCT-A95DF77E38ED,ACH,Mobile,3128.56,processed,,Midwest,8.1
TXN-5BAABD2DC156,2026-08-13,ACCT-5BAABD2DC156,Card,Mobile,179.31,processed,,Northeast,2.7
TXN-8619A5A73D40,2026-09-14,ACCT-8619A5A73D40,ACH,Branch,4057.74,failed,,Northeast,15.4
TXN-C082E5E6947D,2026-09-04,ACCT-C082E5E6947D,Check,Branch,1401.49,processed,,Southeast,0.7
TXN-7D84D3A67D7C,2026-09-03,ACCT-7D84D3A67D7C,Wire,Branch,12304.59,processed,,West,4.3
TXN-BADC1520E836,2026-08-20,ACCT-BADC1520E836,ACH,API,21873.94,processed,,Southeast,4.3
TXN-23DA7CBDB3FA,2026-08-18,ACCT-23DA7CBDB3FA,Card,Online,54.3,processed,,Northeast,0.5
TXN-B33B192B1091,2026-09-08,ACCT-6DBA77308243,Bill Pay,Online,2844.41,failed,,Midwest,6.4
TXN-86D73054AA9C,2026-08-19,ACCT-86D73054AA9C,Bill Pay,Mobile,559.85,processed,,Northeast,2.2
TXN-1AB659990855,2026-09-10,ACCT-1AB659990855,Wire,Branch,133034.18,processed,,Northeast,11.4
TXN-4E15C65D75AC,2026-08-30,ACCT-4E15C65D75AC,ACH,Online,7404.95,processed,,Southeast,1.4
TXN-97FDFDCD51F7,2026-06-29,ACCT-97FDFDCD51F7,Check,Branch,732.4,processed,,Southwest,3.8
TXN-FD4CC0601ED8,2026-07-02,ACCT-FD4CC0601ED8,Card,Mobile,44.28,processed,,Southwest,2.0
TXN-9D8C8E1359B4,2026-06-24,ACCT-870863AB6307,ACH,Online,1823.95,processed,,Northeast,4.7
TXN-0050FDC23FFC,2026-07-22,ACCT-0050FDC23FFC,Card,ATM,160.52,processed,,Southwest,7.3
TXN-3761572D1E7D,2026-07-06,ACCT-3761572D1E7D,Card,Mobile,84.32,processed,,Midwest,8.1
TXN-35C71BD7EAF4,2026-07-15,ACCT-6DC0836503E9,Card,Online,185.63,processed,,Southeast,19.7
TXN-BE1E91924E1B,2026-09-10,ACCT-BE1E91924E1B,Check,ATM,1224.57,processed,,Midwest,5.8
TXN-FC753880B3E6,2026-07-27,ACCT-FC753880B3E6,ACH,Online,1218.71,processed,,Northeast,3.8
TXN-5BE3387D3BFE,2026-08-18,ACCT-5BE3387D3BFE,Bill Pay,Call Center,6359.95,processed,,Northeast,6.7
TXN-FA1866A72C33,2026-08-18,ACCT-FA1866A72C33,ACH,Mobile,2766.42,processed,,Southeast,1.8
TXN-986E1FA273D0,2026-09-16,ACCT-986E1FA273D0,Bill Pay,Online,377.26,processed,,Northeast,7.3
TXN-4641BB4569C4,2026-07-25,ACCT-4641BB4569C4,Check,Branch,4604.95,processed,,Northeast,1.5
TXN-E6B5ABFC55A4,2026-07-20,ACCT-E6B5ABFC55A4,Card,ATM,266.52,processed,,Southeast,1.6
TXN-58762399DAC8,2026-07-01,ACCT-58762399DAC8,ACH,Mobile,1299.27,processed,,West,5.9
TXN-649DD469F956,2026-09-18,ACCT-649DD469F956,Card,Mobile,14.41,processed,,West,3.8
TXN-172818F483EC,2026-08-07,ACCT-172818F483EC,Card,Mobile,65.95,processed,,Southeast,1.2
TXN-0823F026509A,2026-07-25,ACCT-0823F026509A,Wire,Online,50960.84,processed,,West,22.5
TXN-761BB56B738E,2026-09-07,ACCT-761BB56B738E,Card,ATM,230.26,processed,,West,1.7
TXN-20333B30EF06,2026-09-08,ACCT-20333B30EF06,ACH,Online,5702.25,processed,,Southwest,1.9
TXN-20FD01736988,2026-08-19,ACCT-20FD01736988,Check,Branch,4939.06,processed,,Northeast,1.6
TXN-C890C1E18A31,2026-09-18,ACCT-C890C1E18A31,ACH,API,3593.05,processed,,West,2.9
TXN-C916C6E83716,2026-07-30,ACCT-C916C6E83716,ACH,Mobile,1368.57,processed,,Southwest,4.1
TXN-E8BC20A55F64,2026-08-14,ACCT-E8BC20A55F64,Card,Online,34.23,processed,,Southwest,3.8
TXN-CDC3323AAFD9,2026-07-10,ACCT-CDC3323AAFD9,ACH,API,6214.44,processed,,Midwest,1.3
TXN-FF5CC9106500,2026-07-08,ACCT-FF5CC9106500,Check,Branch,523.87,processed,,Midwest,3.7
TXN-DB87885360B8,2026-09-10,ACCT-DB87885360B8,Check,Branch,11849.6,processed,,Southeast,9.3
TXN-05BF55B02F24,2026-07-17,ACCT-05BF55B02F24,ACH,Online,13524.69,processed,,Northeast,2.2
TXN-F8E14AA458E5,2026-07-08,ACCT-F8E14AA458E5,Card,Online,46.08,processed,,Southeast,0.7
TXN-EB8D5BC3554E,2026-06-30,ACCT-EB8D5BC3554E,Check,Branch,11063.18,processed,,Southeast,1.6
TXN-7DB08657E1D4,2026-07-13,ACCT-F7DF50FA6DE3,ACH,API,7615.17,processed,,Midwest,4.4
TXN-6047E31A9227,2026-08-27,ACCT-6047E31A9227,Card,Online,268.39,exception,Account number mismatch,Midwest,7.5
TXN-4FED283F5156,2026-09-04,ACCT-4FED283F5156,Card,Online,166.56,processed,,Southwest,6.0
TXN-730B498661C0,2026-08-19,ACCT-730B498661C0,ACH,API,3370.63,processed,,Northeast,9.5
TXN-309F282200A0,2026-09-18,ACCT-309F282200A0,Check,Branch,3511.24,processed,,West,4.6
TXN-60CBDE0A980F,2026-09-01,ACCT-60CBDE0A980F,ACH,API,5920.61,processed,,Southeast,12.3
TXN-743078AEC0CE,2026-08-25,ACCT-743078AEC0CE,ACH,Online,4416.99,processed,,Southeast,2.3
TXN-851E7B0FFE5C,2026-07-17,ACCT-851E7B0FFE5C,Card,Mobile,212.55,processed,,West,1.7
TXN-9DE0A7C74F61,2026-09-16,ACCT-9DE0A7C74F61,ACH,Online,4975.95,exception,Insufficient funds,Southeast,5.3
TXN-75B49F5A9F11,2026-09-04,ACCT-75B49F5A9F11,ACH,API,30494.08,processed,,West,2.8
TXN-CC5AEE71DBB1,2026-09-07,ACCT-CC5AEE71DBB1,Card,Online,315.73,processed,,Southeast,4.3
TXN-1DB2269B74D1,2026-08-13,ACCT-1DB2269B74D1,Wire,Call Center,105139.64,processed,,Northeast,5.2
TXN-494F8B426E85,2026-06-26,ACCT-494F8B426E85,Bill Pay,Online,1415.63,processed,,Midwest,7.3
